Date,Open,High,Low,Close,Adj Close,Volume
2020-04-28,75.75,76.05000305175781,72.78500366210938,72.83999633789062,72.60625457763672,44290400
2020-04-29,74.19249725341797,75.1449966430664,73.4375,74.61499786376953,74.37555694580078,37916000
2020-04-30,74.07250213623047,74.61499786376953,72.93000030517578,73.06999969482422,72.83551788330078,37591600
2020-05-01,71.0875015258789,72.2249984741211,70.20999908447266,70.69499969482422,70.4681396484375,34209600
2020-05-04,70.22000122070312,72.95999908447266,70.22000122070312,72.82250213623047,72.58882141113281,31755600
2020-05-05,73.86750030517578,75.06749725341797,72.82250213623047,73.43499755859375,73.19933319091797,36889600
2020-05-06,74.23249816894531,75.5,73.85250091552734,74.44750213623047,74.20860290527344,32346400
2020-05-07,75.84500122070312,76.85250091552734,75.33000183105469,76.21749877929688,75.97291564941406,37373200
2020-05-08,76.9375,78.1875,76.59750366210938,78.125,77.87430572509766,33921600
2020-05-11,78.07499694824219,81.125,77.7874984741211,80.65499877929688,80.39617156982422,46906000
2020-05-12,81.23500061035156,81.7249984741211,77.92749786376953,78.0250015258789,77.77462768554688,49306000
2020-05-13,79.17500305175781,80.78500366210938,75.94750213623047,77.80000305175781,77.55034637451172,62585200
2020-05-14,78.4175033569336,80.36000061035156,76.875,80.30500030517578,80.04730224609375,60231200
2020-05-15,78.89749908447266,85.00499725341797,78.73999786376953,84.90750122070312,84.63501739501953,98766000
2020-05-18,87.6050033569336,89.16500091552734,86.80500030517578,87.50250244140625,87.2217025756836,77446000
2020-05-19,87.90249633789062,90.875,87.62750244140625,88.05500030517578,87.77242279052734,71732000
2020-05-20,89.91000366210938,90.43000030517578,88.88749694824219,89.69999694824219,89.41214752197266,58753600
2020-05-21,90.51499938964844,90.5250015258789,87.375,87.75250244140625,87.47090148925781,76106800
2020-05-22,88.25250244140625,90.93000030517578,87.13249969482422,90.26249694824219,89.97283935546875,103876400
2020-05-26,91.56749725341797,91.81749725341797,86.72000122070312,87.17749786376953,86.89775085449219,77078000
2020-05-27,86.25,86.32749938964844,79.96749877929688,85.25250244140625,84.97892761230469,117589200
2020-05-28,84.12249755859375,87.6050033569336,83.7925033569336,84.87000274658203,84.59765625,73489600
2020-05-29,85.54499816894531,88.75499725341797,84.8499984741211,88.75499725341797,88.4701919555664,74525600
2020-06-01,88.3324966430664,88.40750122070312,86.8949966430664,88.0625,87.77989959716797,38987600
2020-06-02,87.9625015258789,88.37249755859375,86.58000183105469,88.25250244140625,87.96929168701172,39132000
2020-06-03,88.22250366210938,88.6624984741211,87.0,87.69499969482422,87.41358947753906,36544000
2020-06-04,87.27999877929688,89.43250274658203,86.7750015258789,87.66500091552734,87.42356872558594,42428000
2020-06-05,87.94499969482422,89.97000122070312,87.08000183105469,89.19999694824219,88.95433044433594,48174800
2020-06-08,88.77249908447266,88.89749908447266,86.85749816894531,88.05000305175781,87.8074951171875,38773600
2020-06-09,88.0,91.09750366210938,87.51249694824219,90.45999908447266,90.21086883544922,46848800
2020-06-10,91.67749786376953,95.0,91.53500366210938,93.6675033569336,93.40953826904297,63218000
2020-06-11,91.5,92.61250305175781,87.86000061035156,87.9625015258789,87.7202377319336,58365200
2020-06-12,91.625,91.87249755859375,87.03250122070312,89.32499694824219,89.07899475097656,57090800
2020-06-15,88.15249633789062,91.82250213623047,87.4375,91.73750305175781,91.48484802246094,40000400
2020-06-16,92.25,92.6675033569336,88.38749694824219,90.68499755859375,90.43524169921875,53571600
2020-06-17,91.13749694824219,92.98999786376953,90.70249938964844,92.36000061035156,92.10563659667969,40830400
2020-06-18,92.2699966430664,92.82499694824219,91.1449966430664,92.18000030517578,91.9261245727539,25440800
2020-06-19,92.42500305175781,94.44999694824219,92.27249908447266,92.61250305175781,92.35742950439453,52416000
2020-06-22,93.0,95.3125,92.73249816894531,95.26750183105469,95.00513458251953,39846800
2020-06-23,95.51000213623047,96.42500305175781,94.07499694824219,94.5,94.23973083496094,37510800
2020-06-24,94.76249694824219,95.56500244140625,91.44499969482422,92.3550033569336,92.10065460205078,44937200
2020-06-25,93.55750274658203,95.05000305175781,91.82250213623047,94.9000015258789,94.63864135742188,37607200
2020-06-26,95.0,95.0,91.25,91.55000305175781,91.29788208007812,59208400
2020-06-29,91.69750213623047,92.04499816894531,89.0,92.0,91.74662780761719,34224800
2020-06-30,93.13999938964844,95.26249694824219,92.66500091552734,94.97750091552734,94.7159194946289,36789200
2020-07-01,95.2074966430664,95.75749969482422,94.12999725341797,95.30000305175781,95.03752899169922,32664800
2020-07-02,96.38999938964844,97.375,95.78250122070312,96.12249755859375,95.85775756835938,36405600
2020-07-06,97.4175033569336,99.0875015258789,97.125,98.39250183105469,98.12153625488281,31589200
2020-07-07,99.4625015258789,100.69999694824219,98.50749969482422,98.71749877929688,98.44561767578125,35780000
2020-07-08,99.9375,102.25,99.65499877929688,102.16000366210938,101.8786392211914,36548000
2020-07-09,103.80249786376953,105.69999694824219,102.33499908447266,105.08999633789062,104.80057525634766,49454800
2020-07-10,105.88749694824219,106.55249786376953,103.7874984741211,104.7925033569336,104.50389862060547,49767600
2020-07-13,105.94999694824219,107.92250061035156,100.25,100.52249908447266,100.24565887451172,45707600
2020-07-14,100.75,104.02749633789062,97.8550033569336,103.7699966430664,103.48419952392578,54267600
2020-07-15,104.14250183105469,104.33000183105469,100.55750274658203,102.27249908447266,101.99082946777344,40398400
2020-07-16,100.1500015258789,102.06749725341797,98.95500183105469,101.34750366210938,101.0683822631836,34496400
2020-07-17,102.25499725341797,102.48500061035156,100.87750244140625,102.01499938964844,101.73404693603516,26628400
2020-07-20,102.74250030517578,105.3125,101.56749725341797,105.10749816894531,104.81803131103516,28485200
2020-07-21,105.12999725341797,105.5999984741211,102.86750030517578,103.28500366210938,103.00055694580078,27703600
2020-07-22,103.67500305175781,106.0250015258789,102.91500091552734,104.38749694824219,104.10002136230469,36729200
2020-07-23,104.5,105.47000122070312,100.3125,101.29750061035156,101.01850128173828,41166000
2020-07-24,98.75,103.64749908447266,97.7699966430664,101.94499969482422,101.66423034667969,47329200
2020-07-27,102.32250213623047,104.4175033569336,102.17749786376953,104.21499633789062,103.92798614501953,29213200
2020-07-28,103.74250030517578,103.81999969482422,102.09249877929688,102.15499877929688,101.87364196777344,27163600
2020-07-29,103.90750122070312,105.1624984741211,103.47000122070312,104.65499877929688,104.36677551269531,28450800
2020-07-30,103.75,106.2300033569336,102.95249938964844,106.13999938964844,105.84767150878906,30888000
2020-07-31,105.63249969482422,107.66500091552734,104.33000183105469,106.14749908447266,105.85516357421875,38608000
2020-08-03,107.32499694824219,110.98750305175781,107.15249633789062,110.10250091552734,109.79927825927734,41272000
2020-08-04,110.5,112.27749633789062,109.05999755859375,112.27749633789062,111.9682846069336,31033600
2020-08-05,112.44000244140625,113.71749877929688,111.6624984741211,112.86750030517578,112.55664825439453,24992400
2020-08-06,113.49749755859375,113.58000183105469,111.7874984741211,113.3550033569336,113.04281616210938,24431600
2020-08-07,113.125,115.04750061035156,110.375,111.99500274658203,111.6865463256836,34251600
2020-08-10,113.34249877929688,114.0824966430664,108.56500244140625,111.6500015258789,111.3425064086914,42779600
2020-08-11,110.73750305175781,111.36750030517578,107.9574966430664,108.5,108.20117950439453,35451200
2020-08-12,109.90750122070312,114.66999816894531,109.5824966430664,114.40249633789062,114.08744049072266,46441200
2020-08-13,115.45999908447266,117.21749877929688,113.55750274658203,114.43000030517578,114.11483764648438,37446000
2020-08-14,115.30000305175781,117.04750061035156,114.40499877929688,115.63999938964844,115.321533203125,36643600
2020-08-17,118.51249694824219,124.09750366210938,118.17250061035156,123.37000274658203,123.03022766113281,62130000
2020-08-18,124.5,124.95999908447266,120.86250305175781,122.60749816894531,122.26982116699219,50344800
2020-08-19,122.96499633789062,123.1500015258789,120.9800033569336,121.38500213623047,121.05068969726562,62262400
2020-08-20,119.75,123.75,118.7874984741211,121.41000366210938,121.07561492919922,92138800
2020-08-21,122.01750183105469,128.08749389648438,121.95249938964844,126.83499908447266,126.48567962646484,99986800
2020-08-24,128.83749389648438,129.125,125.07499694824219,127.20249938964844,126.85218048095703,49056400
2020-08-25,126.30750274658203,127.61250305175781,125.73750305175781,127.5,127.14886474609375,28907600
2020-08-26,127.99250030517578,128.68499755859375,126.77749633789062,127.7300033569336,127.37822723388672,32124400
2020-08-27,127.81500244140625,128.5,125.66500091552734,126.28250122070312,125.9346923828125,31760400
2020-08-28,126.75,131.47999572753906,126.42500305175781,131.4774932861328,131.11538696289062,53716000
2020-08-31,131.82749938964844,135.75,130.37750244140625,133.7449951171875,133.37664794921875,50084000
2020-09-01,134.8000030517578,139.9375,134.36500549316406,138.2100067138672,137.87062072753906,51131600
2020-09-02,147.03750610351562,147.2675018310547,139.0,143.46499633789062,143.1126708984375,87401200
2020-09-03,138.28750610351562,138.84500122070312,128.78750610351562,130.15499877929688,129.83538818359375,94512800
2020-09-04,127.8375015258789,131.75,117.04750061035156,126.2249984741211,125.91503143310547,146368400
2020-09-08,117.34500122070312,125.5,117.0425033569336,119.12999725341797,118.83744812011719,79572800
2020-09-09,124.0,128.09249877929688,122.31749725341797,127.1500015258789,126.83773803710938,73620000
2020-09-10,129.8925018310547,130.65249633789062,121.66999816894531,123.11750030517578,122.81515502929688,69868400
2020-09-11,124.8550033569336,126.5250015258789,118.9574966430664,121.6449966430664,121.34627532958984,63692800
2020-09-14,130.80999755859375,133.14999389648438,126.3125,128.72250366210938,128.40638732910156,120174400
2020-09-15,132.8000030517578,132.9875030517578,128.27749633789062,129.91000366210938,129.59097290039062,72755600
2020-09-16,129.57249450683594,130.92750549316406,125.13749694824219,125.1449966430664,124.83769226074219,55638400
2020-09-17,121.32250213623047,125.89749908447266,120.34750366210938,124.63500213623047,124.32894134521484,79251200
2020-09-18,125.9375,126.32499694824219,119.88749694824219,121.89250183105469,121.59317016601562,69846000
2020-09-21,119.25,125.2249984741211,119.04499816894531,125.17250061035156,124.86511993408203,72104400
2020-09-22,125.75,126.4800033569336,121.55500030517578,126.37750244140625,126.06715393066406,64645200
2020-09-23,125.75499725341797,127.2699966430664,120.7925033569336,121.23750305175781,120.93978118896484,64701200
2020-09-24,120.72250366210938,125.69499969482422,120.13999938964844,123.4800033569336,123.17677307128906,73124000
2020-09-25,124.4749984741211,128.8350067138672,122.4574966430664,128.7375030517578,128.42137145996094,58801600
2020-09-28,130.40249633789062,130.5175018310547,127.5,130.35000610351562,130.0299072265625,57380800
2020-09-29,129.375,134.42750549316406,129.33250427246094,132.25750732421875,131.93270874023438,62146000
2020-09-30,131.5749969482422,136.22500610351562,131.50250244140625,135.30499267578125,134.97271728515625,68918400
2020-10-01,137.5800018310547,137.62750244140625,134.6074981689453,136.14500427246094,135.8106689453125,52500400
2020-10-02,132.25,135.19500732421875,130.50999450683594,130.62249755859375,130.30172729492188,55249600
2020-10-05,132.36000061035156,136.4425048828125,132.2274932861328,136.4250030517578,136.08998107910156,47982000
2020-10-06,138.3000030517578,141.4199981689453,136.64999389648438,137.36500549316406,137.02764892578125,78442000
2020-10-07,139.99749755859375,141.1925048828125,138.63499450683594,139.63999938964844,139.29705810546875,41808400
2020-10-08,140.75,140.84500122070312,137.5800018310547,138.3874969482422,138.0476531982422,37890000
2020-10-09,137.6699981689453,138.24249267578125,136.6074981689453,137.62750244140625,137.28952026367188,34689200
2020-10-12,139.89500427246094,143.47000122070312,139.125,142.25999450683594,141.91064453125,43474400
2020-10-13,142.96499633789062,143.48500061035156,140.1875,142.4824981689453,142.13259887695312,34460400
2020-10-14,142.90499877929688,143.42750549316406,139.60000610351562,140.95249938964844,140.60635375976562,27610000
2020-10-15,138.1074981689453,140.0574951171875,137.67750549316406,139.6999969482422,139.35691833496094,26722400
2020-10-16,140.36749267578125,141.21499633789062,137.9250030517578,138.11500549316406,137.77586364746094,24239200
2020-10-19,139.02999877929688,139.8350067138672,134.0675048828125,134.9774932861328,134.64601135253906,29806800
2020-10-20,135.8350067138672,137.99749755859375,135.07000732421875,136.4550018310547,136.11990356445312,22921200
2020-10-21,136.25,137.9149932861328,134.77499389648438,135.24749755859375,134.91537475585938,21959600
2020-10-22,135.22500610351562,136.11749267578125,132.3175048828125,133.61000061035156,133.28189086914062,29048000
2020-10-23,134.5,135.9324951171875,132.91250610351562,135.90249633789062,135.56875610351562,23348400
2020-10-26,134.27000427246094,136.92750549316406,130.38499450683594,131.41250610351562,131.0897979736328,33689600
2020-10-27,133.05999755859375,134.4199981689453,131.9149932861328,133.96749877929688,133.63851928710938,25052000
2020-10-28,131.97999572753906,132.60000610351562,126.08999633789062,126.2699966430664,125.95992279052734,37652000
2020-10-29,128.38499450683594,131.92750549316406,127.5,130.24000549316406,129.920166015625,32008000
2020-10-30,128.5,129.36500549316406,123.0,125.33999633789062,125.03218841552734,41682000
2020-11-02,126.57749938964844,128.36749267578125,123.94999694824219,125.80750274658203,125.49855041503906,29965200
2020-11-03,127.08499908447266,131.0500030517578,126.02749633789062,130.19500732421875,129.8752899169922,27290000
2020-11-04,133.8925018310547,138.27499389648438,133.3699951171875,137.9425048828125,137.60377502441406,41022800
2020-11-05,141.625,143.38999938964844,139.91000366210938,141.60000610351562,141.2522735595703,31902800
2020-11-06,141.09750366210938,145.8874969482422,138.9499969482422,145.6199951171875,145.26235961914062,38334800
2020-11-09,145.52499389648438,146.9149932861328,136.1074981689453,136.3074951171875,135.9727783203125,58297600
2020-11-10,136.06500244140625,136.06500244140625,126.28250122070312,127.69999694824219,127.38640594482422,64406800
2020-11-11,130.53750610351562,134.35000610351562,129.4824981689453,134.17999267578125,133.8504638671875,40474400
2020-11-12,134.7899932861328,137.66000366210938,133.16000366210938,134.5675048828125,134.237060546875,36581200
2020-11-13,136.2725067138672,136.6875,130.59249877929688,132.97000122070312,132.6434783935547,34631200
2020-11-16,131.72500610351562,136.4949951171875,131.55999755859375,135.15249633789062,134.82061767578125,41377600
2020-11-17,135.52499389648438,135.96249389648438,133.03750610351562,134.22250366210938,133.89291381835938,31202800
2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,133.95774841308594,51092400
2020-11-19,132.12750244140625,134.875,131.0,134.40249633789062,134.0724639892578,56593600
2020-11-20,134.5399932861328,134.94500732421875,130.64999389648438,130.87750244140625,130.5561065673828,34108800
2020-11-23,131.71249389648438,133.8249969482422,130.15499877929688,131.39999389648438,131.07730102539062,36135600
2020-11-24,131.4250030517578,131.6199951171875,128.85000610351562,129.57749938964844,129.25930786132812,34650000
2020-11-25,130.3249969482422,132.69500732421875,130.1999969482422,132.34750366210938,132.02249145507812,25991600
2020-11-27,133.75,134.0749969482422,131.7050018310547,132.6125030517578,132.28684997558594,16727600
2020-11-30,132.64999389648438,134.125,129.72250366210938,134.01499938964844,133.68589782714844,28695200
2020-12-01,134.92250061035156,135.28750610351562,132.28250122070312,133.89999389648438,133.57115173339844,29694800
2020-12-02,133.5050048828125,136.73500061035156,132.34249877929688,135.44500732421875,135.11239624023438,28336000
2020-12-03,135.875,136.60000610351562,133.2899932861328,133.9600067138672,133.67050170898438,19952000
2020-12-04,134.48500061035156,135.60000610351562,133.8874969482422,135.58250427246094,135.28948974609375,20224400
2020-12-07,136.0124969482422,137.3125,135.0,136.0675048828125,135.7734832763672,22324400
2020-12-08,135.85000610351562,135.9875030517578,132.81500244140625,133.5,133.2115020751953,27192000
2020-12-09,133.0050048828125,134.13999938964844,128.6824951171875,129.3074951171875,129.0280303955078,40130000
2020-12-10,128.69000244140625,130.6875,128.4949951171875,129.72250366210938,129.44219970703125,20776400
2020-12-11,129.67250061035156,130.1999969482422,128.22999572753906,130.13250732421875,129.85128784179688,20926400
2020-12-14,130.8800048828125,133.8874969482422,130.77499389648438,133.08749389648438,132.79991149902344,27015600
2020-12-15,134.3975067138672,134.63999938964844,131.86749267578125,133.60499572753906,133.31625366210938,19301600
2020-12-16,134.22500610351562,134.37249755859375,132.125,132.4250030517578,132.13885498046875,22311600
2020-12-17,133.66749572753906,133.7949981689453,131.78500366210938,133.41250610351562,133.12423706054688,23138400
2020-12-18,133.7899932861328,134.0500030517578,130.7050018310547,132.72000122070312,132.43319702148438,34206400
2020-12-21,130.74749755859375,133.6999969482422,129.6750030517578,133.32249450683594,133.03439331054688,30233200
2020-12-22,133.1925048828125,133.37249755859375,130.5399932861328,132.78250122070312,132.4955596923828,18558000
2020-12-23,132.55999755859375,132.75,130.0500030517578,130.09249877929688,129.81137084960938,17914400
2020-12-24,130.37249755859375,131.3249969482422,129.3874969482422,129.9375,129.65672302246094,9788400
2020-12-28,130.625,130.625,127.63249969482422,129.0,128.72122192382812,21256400
2020-12-29,129.25,130.72500610351562,128.42250061035156,129.4324951171875,129.1527862548828,17037200
2020-12-30,129.90249633789062,132.1374969482422,128.96749877929688,131.45750427246094,131.17340087890625,22539600
2020-12-31,131.36500549316406,131.50999450683594,129.14999389648438,130.5500030517578,130.2678985595703,19242400
2021-01-04,131.04249572753906,136.52499389648438,129.625,131.13499450683594,130.85162353515625,56064000
2021-01-05,130.99749755859375,134.43499755859375,130.8699951171875,134.04750061035156,133.7578125,32276000
2021-01-06,132.22500610351562,132.4499969482422,125.86000061035156,126.1449966430664,125.87239837646484,58042400
2021-01-07,129.6750030517578,133.77749633789062,128.86500549316406,133.44000244140625,133.15162658691406,46148000
2021-01-08,133.625,134.2100067138672,130.4199981689453,132.7675018310547,132.48057556152344,29252800
2021-01-11,134.1875,139.61000061035156,133.625,136.21499633789062,135.92063903808594,51834400
2021-01-12,137.52499389648438,137.5449981689453,133.4499969482422,134.84750366210938,134.5561065673828,29147600
2021-01-13,134.89999389648438,136.25,133.85000610351562,135.3175048828125,135.02508544921875,21002800
2021-01-14,135.75,135.99749755859375,131.80499267578125,132.00250244140625,131.7172393798828,28312000
2021-01-15,132.27999877929688,133.25250244140625,128.48500061035156,128.59500122070312,128.3170928955078,27778000
2021-01-19,130.16250610351562,130.94000244140625,128.44000244140625,130.25250244140625,129.97103881835938,22618800
2021-01-20,131.11749267578125,134.30499267578125,130.5675048828125,133.65750122070312,133.3686981201172,25857200
2021-01-21,134.18499755859375,139.99249267578125,132.52999877929688,138.6750030517578,138.37533569335938,33778000
2021-01-22,137.39999389648438,138.41749572753906,136.2725067138672,137.125,136.8286590576172,24682000
2021-01-25,137.8175048828125,138.28500366210938,132.36500549316406,136.53250122070312,136.23745727539062,25111200
2021-01-26,135.80499267578125,136.44749450683594,133.875,134.3524932861328,134.06216430664062,16398000
2021-01-27,132.3000030517578,132.32749938964844,127.9375,129.17750549316406,128.8983612060547,37127200
2021-01-28,129.96249389648438,133.3975067138672,129.60499572753906,130.50999450683594,130.22796630859375,22831600
2021-01-29,130.75,133.34750366210938,129.11500549316406,129.8975067138672,129.61679077148438,27155200
2021-02-01,130.53250122070312,132.70750427246094,129.02749633789062,132.3699951171875,132.08395385742188,21720400
2021-02-02,133.9875030517578,135.72000122070312,132.85499572753906,135.5675048828125,135.27456665039062,22044000
2021-02-03,136.36000061035156,139.3175048828125,135.1649932861328,135.30499267578125,135.01260375976562,24540800
2021-02-04,135.30999755859375,136.73500061035156,133.37750244140625,136.6425018310547,136.34722900390625,20134000
2021-02-05,137.25,137.37249755859375,135.45750427246094,135.91000366210938,135.61631774902344,16915200
2021-02-08,137.2725067138672,144.7375030517578,137.2725067138672,144.3874969482422,144.0754852294922,43462400
2021-02-09,143.40750122070312,145.83250427246094,142.22500610351562,142.63250732421875,142.3242645263672,28756000
2021-02-10,144.63250732421875,149.0500030517578,143.4149932861328,147.6425018310547,147.32345581054688,48535200
2021-02-11,149.80250549316406,152.72250366210938,149.25,152.50750732421875,152.17791748046875,45082800
2021-02-12,150.5,152.91250610351562,147.75,149.6125030517578,149.28919982910156,37475600
2021-02-16,150.6425018310547,153.72500610351562,149.5,153.30250549316406,152.9712371826172,32196000
2021-02-17,151.7100067138672,152.23500061035156,147.8000030517578,149.05999755859375,148.7378692626953,27475600
2021-02-18,147.2899932861328,148.7324981689453,145.75,148.2899932861328,147.96954345703125,23386800
2021-02-19,150.2449951171875,151.77000427246094,148.46749877929688,149.26499938964844,148.9424285888672,27172400
2021-02-22,147.74749755859375,151.33250427246094,143.25,143.5574951171875,143.2472686767578,32588400
2021-02-23,140.75250244140625,142.3874969482422,133.89500427246094,141.4199981689453,141.11441040039062,39178000
2021-02-24,141.2274932861328,145.0675048828125,137.55999755859375,144.99000549316406,144.67666625976562,44832000
2021-02-25,140.4550018310547,143.74749755859375,132.16250610351562,133.0749969482422,132.78741455078125,82443600
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.8486328125,50093200
2021-03-01,138.75,139.25,135.53250122070312,138.41749572753906,138.11839294433594,35318400
2021-03-02,139.0,139.2050018310547,133.9600067138672,134.0625,133.77279663085938,26411600
2021-03-03,134.2624969482422,134.51499938964844,127.98750305175781,128.04750061035156,127.7707748413086,37759200
2021-03-04,128.00750732421875,129.75,120.8375015258789,123.70249938964844,123.4351806640625,57334400
2021-03-05,125.5,125.5,116.7925033569336,124.61499786376953,124.345703125,54284000
2021-03-08,124.5,124.7125015258789,115.66500091552734,115.93250274658203,115.68196868896484,54311200
2021-03-09,121.30249786376953,126.1675033569336,120.59249877929688,125.20249938964844,124.97505187988281,52182400
2021-03-10,128.40499877929688,129.8000030517578,124.57499694824219,124.68250274658203,124.45599365234375,38437600
2021-03-11,129.5,130.46249389648438,127.34500122070312,129.93499755859375,129.69895935058594,29991600
2021-03-12,126.48249816894531,128.8874969482422,125.9000015258789,128.55999755859375,128.3264617919922,24396400
2021-03-15,128.6475067138672,132.0675048828125,127.67250061035156,131.91250610351562,131.67288208007812,22198800
2021-03-16,133.56500244140625,135.125,131.16749572753906,132.91250610351562,132.6710662841797,27212800
2021-03-17,130.3975067138672,134.53250122070312,129.89500427246094,133.41250610351562,133.170166015625,24386400
2021-03-18,131.36500549316406,131.83999633789062,127.16999816894531,127.2249984741211,126.99388885498047,29389600
2021-03-19,127.5,129.21499633789062,126.125,128.45750427246094,128.22415161132812,29920800
2021-03-22,129.12750244140625,133.94500732421875,129.0675048828125,131.8625030517578,131.62295532226562,29780400
2021-03-23,132.54249572753906,133.44500732421875,130.21249389648438,130.70750427246094,130.47006225585938,22204800
2021-03-24,131.5124969482422,131.59249877929688,126.36750030517578,126.43000030517578,126.20033264160156,24584000
2021-03-25,124.99500274658203,127.14749908447266,122.72000122070312,125.35250091552734,125.12478637695312,29514400
2021-03-26,125.54499816894531,128.5625,123.73500061035156,128.3925018310547,128.15927124023438,36396800
2021-03-29,128.20249938964844,130.625,127.0,129.4824981689453,129.2472686767578,27352000
2021-03-30,128.4199981689453,129.75250244140625,127.05000305175781,128.71749877929688,128.48365783691406,20020400
2021-03-31,130.15499877929688,134.7050018310547,129.8249969482422,133.4824981689453,133.24002075195312,31477600
2021-04-01,135.72250366210938,138.6999969482422,135.1125030517578,138.11749267578125,137.86660766601562,30827600
2021-04-05,138.6750030517578,140.13999938964844,137.3300018310547,139.875,139.6208953857422,25567200
2021-04-06,139.99749755859375,140.54249572753906,137.73500061035156,138.61500549316406,138.36318969726562,19174400
2021-04-07,138.8074951171875,142.43499755859375,137.11500549316406,141.43499755859375,141.17807006835938,25128400
2021-04-08,142.52749633789062,144.71499633789062,142.49000549316406,143.1699981689453,142.90992736816406,24441600
2021-04-09,142.13999938964844,144.0800018310547,141.75,144.0,143.7384033203125,19517200
2021-04-12,142.8975067138672,153.52499389648438,141.3925018310547,152.08999633789062,151.81369018554688,86932400
2021-04-13,152.31500244140625,157.0,151.25750732421875,156.7949981689453,156.51016235351562,67621200
2021-04-14,156.25,157.2050018310547,152.27499389648438,152.77000427246094,152.4924774169922,38550000
2021-04-15,156.625,162.1425018310547,156.31500244140625,161.37249755859375,161.079345703125,59848000
2021-04-16,160.52999877929688,161.65750122070312,158.65249633789062,159.125,158.83592224121094,33520800
2021-04-19,155.36500549316406,158.0749969482422,152.3300018310547,153.61749267578125,153.3384246826172,40442000
2021-04-20,153.2324981689453,154.97000122070312,149.6300048828125,151.71249389648438,151.4368896484375,33413200
2021-04-21,151.1875,153.625,151.0225067138672,153.60499572753906,153.3259735107422,21677600
2021-04-22,153.75,154.38499450683594,147.8350067138672,148.50250244140625,148.2327117919922,27778800
2021-04-23,149.34249877929688,153.35000610351562,149.00250244140625,152.65249633789062,152.3751983642578,22750000
2021-04-26,151.85000610351562,154.7899932861328,151.25,154.77999877929688,154.49884033203125,19779600
2021-04-27,155.78500366210938,156.7050018310547,153.5449981689453,153.8175048828125,153.53807067871094,16457200
2021-04-28,153.64500427246094,155.32249450683594,152.15499877929688,152.7675018310547,152.48997497558594,20941600
2021-04-29,154.0,154.36500549316406,150.71499633789062,153.24749755859375,152.9691162109375,17319600
2021-04-30,151.7449951171875,153.64999389648438,149.97000122070312,150.09500122070312,149.8223419189453,20191200
2021-05-03,151.25,152.46749877929688,147.875,148.36749267578125,148.0979766845703,20391200
2021-05-04,146.37249755859375,146.375,140.1024932861328,143.5124969482422,143.2517852783203,40532400
2021-05-05,147.08999633789062,148.13499450683594,143.875,144.5850067138672,144.32235717773438,29202400
2021-05-06,144.95249938964844,145.71249389648438,142.17999267578125,145.22999572753906,144.96617126464844,19338000
2021-05-07,148.08250427246094,149.70750427246094,146.71749877929688,148.12249755859375,147.85342407226562,22932800
2021-05-10,147.87249755859375,148.05999755859375,142.5,142.65750122070312,142.39834594726562,26890400
2021-05-11,138.25,143.54750061035156,137.5,143.0625,142.80262756347656,28558400
2021-05-12,140.09500122070312,142.6024932861328,137.09249877929688,137.5850067138672,137.33505249023438,30340800
2021-05-13,140.33749389648438,140.8074951171875,134.58999633789062,136.65249633789062,136.4042510986328,28540400
2021-05-14,138.89999389648438,143.27999877929688,137.48500061035156,142.42999267578125,142.17124938964844,25861600
2021-05-17,141.57000732421875,141.6925048828125,138.53500366210938,141.65499877929688,141.39767456054688,21698000
2021-05-18,142.6699981689453,144.04249572753906,140.0399932861328,140.15750122070312,139.9028778076172,18625600
2021-05-19,135.6649932861328,140.7949981689453,135.4324951171875,140.65750122070312,140.40200805664062,34400000
2021-05-20,143.02499389648438,146.83749389648438,142.7050018310547,146.125,145.8595428466797,32159200
2021-05-21,151.6374969482422,152.22000122070312,148.69500732421875,149.91749572753906,149.64517211914062,67299200
2021-05-24,152.125,157.4499969482422,151.75999450683594,156.1199951171875,155.83641052246094,55481600
2021-05-25,157.66000366210938,158.18499755859375,154.8249969482422,156.4774932861328,156.19325256347656,43540800
2021-05-26,157.34249877929688,157.9375,155.8625030517578,157.0,156.71481323242188,37044000
2021-05-27,156.99749755859375,157.5,154.60000610351562,154.8800048828125,154.59864807128906,58147600
2021-05-28,155.00999450683594,162.77499389648438,155.00999450683594,162.44500732421875,162.14990234375,64453600
2021-06-01,162.6999969482422,163.88250732421875,159.03250122070312,162.64500427246094,162.3495330810547,47280400
2021-06-02,162.5225067138672,169.1875,162.35499572753906,167.78250122070312,167.47772216796875,59416800
2021-06-03,167.00750732421875,172.58999633789062,165.8300018310547,169.69749450683594,169.3892364501953,58000800
2021-06-04,171.125,176.61000061035156,170.9550018310547,175.78250122070312,175.4631805419922,61712000
2021-06-07,175.71249389648438,178.125,171.92750549316406,176.19000244140625,175.86996459960938,57575600
2021-06-08,175.2725067138672,176.21499633789062,172.50999450683594,174.57000732421875,174.2528839111328,32384800
2021-06-09,175.15750122070312,175.75,172.5574951171875,173.58250427246094,173.30686950683594,38165600
2021-06-10,173.5,174.9199981689453,171.75999450683594,174.25,173.9733123779297,28777200
2021-06-11,174.7949981689453,179.3925018310547,174.4375,178.25250244140625,177.96946716308594,41630800
2021-06-14,179.05999755859375,180.39500427246094,176.62750244140625,180.1875,179.90138244628906,32137600
